run_path,optimizer,step,parameter_name,tensor_type,parameter_shape,parameter_numel,state_family,state_component,state_numel,zero_fraction,log2_median,log2_p5,log2_p95,log2_p99,log2_min,log2_max,block_logrange_median,block_logrange_p95,block_logrange_max,n_valid_blocks,n_total_blocks,source_file
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.embed_tokens.weight,emb,32000x2048,65536000,second_moment,row,32000,0.0,-99.65784454345703,-99.65784454345703,-18.916086196899414,-16.39791488647461,-99.65784454345703,-7.13732385635376,85.43659210205078,90.45457458496094,92.52052307128906,16,16,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.embed_tokens.weight,emb,32000x2048,65536000,second_moment,col,2048,0.0,-19.69122314453125,-19.94088363647461,-19.378198623657227,-19.20501136779785,-20.202817916870117,-18.929885864257812,1.2729320526123047,1.2729320526123047,1.2729320526123047,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-18.619831085205078,-19.086212158203125,-18.020763397216797,-17.69553565979004,-19.26817512512207,-17.351194381713867,1.9169807434082031,1.9169807434082031,1.9169807434082031,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-18.581226348876953,-18.8459415435791,-18.25263023376465,-18.120378494262695,-19.048070907592773,-17.998809814453125,1.0492610931396484,1.0492610931396484,1.0492610931396484,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-15.493569374084473,-15.923887252807617,-15.219862937927246,-15.177740097045898,-16.01875877380371,-15.089316368103027,0.9294424057006836,0.9294424057006836,0.9294424057006836,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-15.573827743530273,-15.876330375671387,-15.156149864196777,-15.005663871765137,-16.189672470092773,-14.593005180358887,1.5966672897338867,1.5966672897338867,1.5966672897338867,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-13.18319034576416,-13.49043083190918,-12.839315414428711,-12.697396278381348,-13.628406524658203,-12.528183937072754,1.1002225875854492,1.1002225875854492,1.1002225875854492,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-13.362640380859375,-13.949914932250977,-12.27629566192627,-11.663156509399414,-14.465669631958008,-11.19363021850586,3.2720394134521484,3.2720394134521484,3.2720394134521484,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-16.246192932128906,-16.51315689086914,-15.904609680175781,-15.723363876342773,-16.751888275146484,-15.156505584716797,1.5953826904296875,1.5953826904296875,1.5953826904296875,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-16.41910743713379,-16.97671890258789,-15.32041072845459,-14.794282913208008,-17.52102279663086,-14.21522331237793,3.3057994842529297,3.3057994842529297,3.3057994842529297,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-19.156574249267578,-20.464006423950195,-17.85794448852539,-17.2137393951416,-22.30514144897461,-15.461763381958008,6.040334701538086,6.6278886795043945,6.693172454833984,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-19.098445892333984,-19.642066955566406,-18.176965713500977,-17.693044662475586,-19.942712783813477,-17.18598175048828,2.7567310333251953,2.7567310333251953,2.7567310333251953,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-19.336284637451172,-20.796220779418945,-17.498971939086914,-16.841466903686523,-21.382368087768555,-15.149272918701172,5.551810264587402,6.113921642303467,6.17637825012207,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-19.05569076538086,-19.609973907470703,-18.097326278686523,-17.58861541748047,-19.925891876220703,-17.08329200744629,2.842599868774414,2.842599868774414,2.842599868774414,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,row,2048,0.0,-18.921449661254883,-19.160564422607422,-18.579864501953125,-18.403411865234375,-19.391216278076172,-18.04306983947754,1.3481464385986328,1.3481464385986328,1.3481464385986328,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,col,5632,0.0,-19.430728912353516,-20.943546295166016,-17.41874885559082,-16.550886154174805,-21.857282638549805,-14.318187713623047,7.110691070556641,7.4962544441223145,7.539094924926758,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.input_layernorm.weight,norm,2048,2048,second_moment,full,2048,0.0,-16.148530960083008,-16.835771560668945,-15.138982772827148,-14.606773376464844,-17.47235679626465,-13.318198204040527,4.154158592224121,4.154158592224121,4.154158592224121,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.0.post_attention_layernorm.weight,norm,2048,2048,second_moment,full,2048,0.0,-16.911378860473633,-17.66313934326172,-15.826263427734375,-15.315159797668457,-18.423294067382812,-14.56855297088623,3.854741096496582,3.854741096496582,3.854741096496582,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-23.641773223876953,-24.105825424194336,-22.631200790405273,-22.04619789123535,-24.536766052246094,-20.636432647705078,3.9003334045410156,3.9003334045410156,3.9003334045410156,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-23.531450271606445,-23.827293395996094,-22.96211051940918,-22.587467193603516,-24.028230667114258,-21.940631866455078,2.0875988006591797,2.0875988006591797,2.0875988006591797,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-20.526674270629883,-20.821651458740234,-20.0769100189209,-19.834609985351562,-20.95937728881836,-19.35599708557129,1.6033802032470703,1.6033802032470703,1.6033802032470703,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-20.634048461914062,-20.98775863647461,-19.749282836914062,-19.297536849975586,-21.166540145874023,-18.63290786743164,2.533632278442383,2.533632278442383,2.533632278442383,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-15.420450210571289,-15.821643829345703,-14.836692810058594,-14.580122947692871,-16.067668914794922,-14.54201602935791,1.5256528854370117,1.5256528854370117,1.5256528854370117,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-15.623845100402832,-16.274978637695312,-14.304414749145508,-13.729628562927246,-16.64557647705078,-12.91450309753418,3.7310733795166016,3.7310733795166016,3.7310733795166016,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-18.352069854736328,-18.730228424072266,-17.793922424316406,-17.503557205200195,-19.04216957092285,-16.98300552368164,2.059164047241211,2.059164047241211,2.059164047241211,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-18.597293853759766,-19.32859992980957,-17.026845932006836,-16.64827537536621,-19.621841430664062,-16.295459747314453,3.3263816833496094,3.3263816833496094,3.3263816833496094,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-20.88431167602539,-21.824522018432617,-19.722211837768555,-19.100841522216797,-23.575098037719727,-18.169605255126953,4.307779312133789,5.295721530914307,5.405492782592773,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-20.816499710083008,-21.1904296875,-20.040987014770508,-19.678016662597656,-21.43233871459961,-19.02915382385254,2.4031848907470703,2.4031848907470703,2.4031848907470703,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-20.985050201416016,-22.197450637817383,-19.434825897216797,-18.7569637298584,-22.97603988647461,-16.926877975463867,5.112773895263672,5.8814496994018555,5.96685791015625,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-20.796340942382812,-21.180828094482422,-19.986948013305664,-19.609594345092773,-21.43524932861328,-18.941795349121094,2.4934539794921875,2.4934539794921875,2.4934539794921875,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,row,2048,0.0,-20.679155349731445,-20.896900177001953,-20.32533836364746,-20.166255950927734,-21.06361961364746,-19.63654327392578,1.4270763397216797,1.4270763397216797,1.4270763397216797,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,col,5632,0.0,-21.044147491455078,-22.2636661529541,-19.355648040771484,-18.418848037719727,-23.086227416992188,-16.738313674926758,5.938529968261719,6.2014241218566895,6.230634689331055,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.input_layernorm.weight,norm,2048,2048,second_moment,full,2048,0.0,-18.858768463134766,-19.70404052734375,-17.48110008239746,-16.822776794433594,-20.37689781188965,-15.608159065246582,4.768738746643066,4.768738746643066,4.768738746643066,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.1.post_attention_layernorm.weight,norm,2048,2048,second_moment,full,2048,0.0,-18.630395889282227,-19.28873062133789,-17.70430564880371,-17.212282180786133,-19.80271339416504,-16.158567428588867,3.644145965576172,3.644145965576172,3.644145965576172,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-25.275156021118164,-25.74898910522461,-24.460037231445312,-23.932323455810547,-26.260713577270508,-23.010658264160156,3.2500553131103516,3.2500553131103516,3.2500553131103516,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.q_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-25.208248138427734,-25.506023406982422,-24.68931770324707,-24.37710952758789,-25.69032859802246,-23.937549591064453,1.7527790069580078,1.7527790069580078,1.7527790069580078,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-22.130041122436523,-22.447710037231445,-21.7916259765625,-21.481342315673828,-22.617815017700195,-21.25667953491211,1.361135482788086,1.361135482788086,1.361135482788086,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.k_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-22.23948097229004,-22.5812931060791,-21.436641693115234,-21.03173828125,-22.810314178466797,-19.978296279907227,2.8320178985595703,2.8320178985595703,2.8320178985595703,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,row,256,0.0,-16.473936080932617,-16.944278717041016,-15.814444541931152,-15.649580001831055,-17.4647274017334,-15.374409675598145,2.090317726135254,2.090317726135254,2.090317726135254,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.v_proj.weight,attn,256x2048,524288,second_moment,col,2048,0.0,-16.776119232177734,-17.42906951904297,-15.247078895568848,-14.732560157775879,-17.995033264160156,-13.755054473876953,4.239978790283203,4.239978790283203,4.239978790283203,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,row,2048,0.0,-19.41132354736328,-19.840147018432617,-18.775339126586914,-18.476165771484375,-20.240848541259766,-17.70452308654785,2.536325454711914,2.536325454711914,2.536325454711914,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.self_attn.o_proj.weight,attn,2048x2048,4194304,second_moment,col,2048,0.0,-19.688552856445312,-20.459501266479492,-18.09596061706543,-17.656784057617188,-20.82759666442871,-17.028146743774414,3.799449920654297,3.799449920654297,3.799449920654297,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-21.79393196105957,-22.76529884338379,-20.650585174560547,-20.021318435668945,-23.923198699951172,-18.79293441772461,4.404653549194336,5.057703018188477,5.1302642822265625,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.gate_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-21.727249145507812,-22.102806091308594,-20.971149444580078,-20.553768157958984,-22.389198303222656,-19.778663635253906,2.61053466796875,2.61053466796875,2.61053466796875,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,row,5632,0.0,-21.952695846557617,-23.125431060791016,-20.419397354125977,-19.67283821105957,-23.85413932800293,-18.13160514831543,5.038753509521484,5.5013227462768555,5.5527191162109375,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.up_proj.weight,mlp,5632x2048,11534336,second_moment,col,2048,0.0,-21.73794174194336,-22.121797561645508,-20.95960807800293,-20.538774490356445,-22.430103302001953,-19.72480010986328,2.705303192138672,2.705303192138672,2.705303192138672,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,row,2048,0.0,-21.63665008544922,-21.85144805908203,-21.279579162597656,-21.086206436157227,-21.997997283935547,-20.718677520751953,1.2793197631835938,1.2793197631835938,1.2793197631835938,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.mlp.down_proj.weight,mlp,2048x5632,11534336,second_moment,col,5632,0.0,-22.00162124633789,-23.19794464111328,-20.2896785736084,-19.422504425048828,-23.907424926757812,-17.518938064575195,5.582645416259766,6.2538275718688965,6.328403472900391,3,3,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512,G0_adafactor_hf_x1.0_bs4_seq512,100,model.layers.2.input_layernorm.weight,norm,2048,2048,second_moment,full,2048,0.0,-19.98331642150879,-20.948850631713867,-18.378236770629883,-17.685888290405273,-21.758319854736328,-15.8675537109375,5.890766143798828,5.890766143798828,5.890766143798828,1,1,pretrain/TinyLlama-1.1B/wikitext-103-raw-v1/10000steps/G0_adafactor_hf_x1.0_bs4_seq512/step_100.pt
